year,unitid,instnm,carnegie,stabbr,addr,city,control,lat,lon,total
2012,133021,chipola college,40,fl,3094 indian circle,marianna,1,30.790647,-85.231946,30
2013,133021,chipola college,40,fl,3094 indian circle,marianna,1,30.790647,-85.231946,17
2014,133021,chipola college,40,fl,3094 indian circle,marianna,1,30.790647,-85.231946,15
2015,133021,chipola college,40,fl,3094 indian circle,marianna,1,30.790647,-85.231946,28
2016,133021,chipola college,40,fl,3094 indian circle,marianna,1,30.790647,-85.231946,25
2017,133021,chipola college,40,fl,3094 indian circle,marianna,1,30.789228,-85.23139,42
2018,133021,chipola college,40,fl,3094 indian circle,marianna,1,30.789228,-85.23139,31
2019,133021,chipola college,40,fl,3094 indian circle,marianna,1,30.789228,-85.23139,28
2020,133021,chipola college,40,fl,3094 indian circle,marianna,1,30.789228,-85.23139,27
2021,133021,chipola college,40,fl,3094 indian circle,marianna,1,30.789228,-85.23139,25
2022,133021,chipola college,40,fl,3094 indian circle,marianna,1,30.789228,-85.23139,26
2023,133021,chipola college,40,fl,3094 indian circle,marianna,1,30.789228,-85.23139,15
2002,133386,daytona beach community college,40,fl,1200 w. international speedway blvd.,daytona beach,1,29.202351,-81.048936,0
2003,133386,daytona beach community college,40,fl,1200 w. international speedway blvd.,daytona beach,1,29.202351,-81.048936,0
2004,133386,daytona beach community college,40,fl,1200 w. international speedway blvd.,daytona beach,1,29.202351,-81.048936,0
2005,133386,daytona beach community college,40,fl,1200 w. international speedway blvd.,daytona beach,1,29.202351,-81.048936,0
2006,133386,daytona beach community college,40,fl,1200 w. international speedway blvd.,daytona beach,1,29.202351,-81.048936,0
2007,133386,daytona beach community college,40,fl,1200 w. international speedway blvd.,daytona beach,1,29.202351,-81.048936,0
2008,133386,daytona state college,40,fl,1200 w. international speedway blvd.,daytona beach,1,29.202351,-81.048936,0
2009,133386,daytona state college,40,fl,1200 w. international speedway blvd.,daytona beach,1,29.202351,-81.048936,0
2010,133386,daytona state college,40,fl,1200 w. international speedway blvd.,daytona beach,1,29.200271,-81.047769,0
2011,133386,daytona state college,40,fl,1200 w. international speedway blvd.,daytona beach,1,29.202286,-81.051266,0
2012,133386,daytona state college,40,fl,1200 w. international speedway blvd.,daytona beach,1,29.202286,-81.051266,0
2013,133386,daytona state college,40,fl,1200 w. international speedway blvd.,daytona beach,1,29.202286,-81.051266,0
2014,133386,daytona state college,40,fl,1200 w. international speedway blvd.,daytona beach,1,29.202286,-81.051266,0
2015,133386,daytona state college,40,fl,1200 w. international speedway blvd.,daytona beach,1,29.202286,-81.051266,40
2016,133386,daytona state college,40,fl,1200 w. international speedway blvd.,daytona beach,1,29.202286,-81.051266,79
2017,133386,daytona state college,40,fl,1200 w. international speedway blvd.,daytona beach,1,29.203275,-81.049685,79
2018,133386,daytona state college,40,fl,1200 w. international speedway blvd.,daytona beach,1,29.203275,-81.049685,80
2019,133386,daytona state college,40,fl,1200 w. international speedway blvd.,daytona beach,1,29.203275,-81.049685,102
2020,133386,daytona state college,40,fl,1200 w. international speedway blvd.,daytona beach,1,29.203275,-81.049685,129
2021,133386,daytona state college,40,fl,1200 w. international speedway blvd.,daytona beach,1,29.203275,-81.049685,134
2022,133386,daytona state college,40,fl,1200 w. international speedway blvd.,daytona beach,1,29.203275,-81.049685,138
2023,133386,daytona state college,40,fl,1200 w. international speedway blvd.,daytona beach,1,29.20278,-81.049513,80
2002,133465,south university-west palm beach,-3,fl,1760 n congress ave,west palm beach,3,26.702793,-80.085984,20
2003,133465,south university-west palm beach,-3,fl,1760 n congress ave,west palm beach,3,26.702793,-80.085984,20
2004,133465,south university-west palm beach,-3,fl,1760 n congress ave,west palm beach,3,26.702793,-80.085984,29
2005,133465,south university-west palm beach,-3,fl,1760 n congress ave,west palm beach,3,26.702793,-80.085984,24
2006,133465,south university-west palm beach,-3,fl,1760 n congress ave,west palm beach,3,26.702793,-80.085984,25
2007,133465,south university-west palm beach,-3,fl,1760 n congress ave,west palm beach,3,26.702793,-80.085984,54
2008,133465,south university-west palm beach,-3,fl,1760 n congress ave,west palm beach,3,26.702793,-80.085984,48
2009,133465,south university-west palm beach,-3,fl,1760 n congress ave,west palm beach,3,26.702793,-80.085984,58
2010,133465,south university-west palm beach,-3,fl,9801 belvedere rd,royal palm beach,3,26.69165,-80.19969,65
2011,133465,south university-west palm beach,-3,fl,9801 belvedere rd,royal palm beach,3,26.69165,-80.19969,57
2012,133465,south university-west palm beach,-3,fl,9801 belvedere rd,royal palm beach,3,26.69165,-80.19969,61
2013,133465,south university-west palm beach,-3,fl,9801 belvedere rd,royal palm beach,3,26.69165,-80.19969,74
2014,133465,south university-west palm beach,-3,fl,9801 belvedere rd,royal palm beach,3,26.69165,-80.19969,75
2015,133465,south university-west palm beach,-3,fl,9801 belvedere rd,royal palm beach,3,26.69165,-80.19969,126
2016,133465,south university-west palm beach,-3,fl,9801 belvedere rd,royal palm beach,3,26.69165,-80.19969,145
2017,133465,south university-west palm beach,-3,fl,9801 belvedere rd,royal palm beach,3,26.69215,-80.200219,139
2018,133465,south university-west palm beach,-2,fl,9801 belvedere rd,royal palm beach,3,26.69215,-80.200219,105
2019,133465,south university-west palm beach,-2,fl,9801 belvedere rd,royal palm beach,3,26.69215,-80.200219,118
2020,133465,south university-west palm beach,-2,fl,9801 belvedere rd,royal palm beach,3,26.69215,-80.200219,117
2021,133465,south university-west palm beach,-2,fl,9801 belvedere rd,royal palm beach,3,26.69215,-80.200219,112
2022,133465,south university-west palm beach,-2,fl,9801 belvedere rd,royal palm beach,3,26.69215,-80.200219,93
2023,133465,south university-west palm beach,-2,fl,9801 belvedere rd,royal palm beach,3,26.69215,-80.200219,67
2002,133508,edison community college,40,fl,8099 college pky sw,ft myers,1,26.556858,-81.887498,0
2003,133508,edison community college,40,fl,8099 college pky sw,ft myers,1,26.556858,-81.887498,0
2004,133508,edison college,40,fl,8099 college pky sw,ft myers,1,26.556858,-81.887498,0
2005,133508,edison college,40,fl,8099 college pky sw,fort myers,1,26.556858,-81.887498,0
2006,133508,edison college,40,fl,8099 college pky sw,fort myers,1,26.556858,-81.887498,0
2007,133508,edison college,40,fl,8099 college pky sw,fort myers,1,26.556858,-81.887498,0
2008,133508,edison state college,40,fl,8099 college pky sw,fort myers,1,26.556858,-81.887498,0
2009,133508,edison state college,40,fl,8099 college pky sw,fort myers,1,26.556858,-81.887498,0
2010,133508,edison state college,40,fl,8099 college pky sw,fort myers,1,26.556838,-81.887499,0
2011,133508,edison state college,40,fl,8099 college pky sw,fort myers,1,26.554737,-81.887375,82
2012,133508,edison state college,40,fl,8099 college pky sw,fort myers,1,26.554737,-81.887375,76
2013,133508,edison state college,40,fl,8099 college pky sw,fort myers,1,26.554737,-81.887375,81
2014,133508,florida southwestern state college,40,fl,8099 college pky,fort myers,1,26.554737,-81.887375,82
2015,133508,florida southwestern state college,40,fl,8099 college pky,fort myers,1,26.554737,-81.887375,93
2016,133508,florida southwestern state college,40,fl,8099 college pky,fort myers,1,26.554737,-81.887375,86
2017,133508,florida southwestern state college,40,fl,8099 college pky,fort myers,1,26.552403,-81.887102,82
2018,133508,florida southwestern state college,40,fl,8099 college pky,fort myers,1,26.552403,-81.887102,92
2019,133508,florida southwestern state college,40,fl,8099 college pky,fort myers,1,26.552403,-81.887102,108
2020,133508,florida southwestern state college,40,fl,8099 college pky,fort myers,1,26.552403,-81.887102,92
2021,133508,florida southwestern state college,40,fl,8099 college pky,fort myers,1,26.552403,-81.887102,162
2022,133508,florida southwestern state college,40,fl,8099 college pky,fort myers,1,26.552403,-81.887102,159
2023,133508,florida southwestern state college,40,fl,8099 college pky,fort myers,1,26.552403,-81.887102,124
2002,133650,florida agricultural and mechanical university,21,fl,1500 s martin luther king jr blvd,tallahassee,1,30.426197,-84.288804,40
2003,133650,florida agricultural and mechanical university,21,fl,1500 s martin luther king jr blvd,tallahassee,1,30.426197,-84.288804,41
2004,133650,florida agricultural and mechanical university,21,fl,1500 s martin luther king jr blvd,tallahassee,1,30.426197,-84.288804,47
2005,133650,florida agricultural and mechanical university,21,fl,1500 s martin luther king jr blvd,tallahassee,1,30.426197,-84.288804,48
2006,133650,florida agricultural and mechanical university,21,fl,1500 s martin luther king jr blvd,tallahassee,1,30.426197,-84.288804,52
2007,133650,florida agricultural and mechanical university,21,fl,1500 s martin luther king jr blvd,tallahassee,1,30.426197,-84.288804,48
2008,133650,florida agricultural and mechanical university,21,fl,1500 s martin luther king jr blvd,tallahassee,1,30.426197,-84.288804,69
2009,133650,florida agricultural and mechanical university,21,fl,1500 s martin luther king jr blvd,tallahassee,1,30.426197,-84.288804,75
2010,133650,florida agricultural and mechanical university,21,fl,1500 s martin luther king jr blvd,tallahassee,1,30.4262,-84.2888,71
2011,133650,florida agricultural and mechanical university,21,fl,1500 s martin luther king jr blvd,tallahassee,1,30.428596,-84.285663,71
2012,133650,florida agricultural and mechanical university,21,fl,1500 s martin luther king jr blvd,tallahassee,1,30.428597,-84.285663,89
2013,133650,florida agricultural and mechanical university,21,fl,1500 s martin luther king jr blvd,tallahassee,1,30.428599,-84.285664,85
2014,133650,florida agricultural and mechanical university,21,fl,1500 s martin luther king jr blvd,tallahassee,1,30.428599,-84.285664,73
2015,133650,florida agricultural and mechanical university,21,fl,1500 s martin luther king jr blvd,tallahassee,1,30.428554,-84.285644,75
2016,133650,florida agricultural and mechanical university,21,fl,1500 s martin luther king jr blvd,tallahassee,1,30.428504,-84.290226,79
2017,133650,florida agricultural and mechanical university,21,fl,1500 s martin luther king jr blvd,tallahassee,1,30.428504,-84.290226,72
2018,133650,florida agricultural and mechanical university,21,fl,1500 s martin luther king jr blvd,tallahassee,1,30.428504,-84.290226,84
2019,133650,florida agricultural and mechanical university,21,fl,1500 s martin luther king jr blvd,tallahassee,1,30.428504,-84.290226,96
2020,133650,florida agricultural and mechanical university,21,fl,1500 s martin luther king jr blvd,tallahassee,1,30.428504,-84.290226,82
2021,133650,florida agricultural and mechanical university,21,fl,1500 s martin luther king jr blvd,tallahassee,1,30.428504,-84.290226,59
2022,133650,florida agricultural and mechanical university,21,fl,1500 s martin luther king jr blvd,tallahassee,1,30.428504,-84.290226,46
2023,133650,florida agricultural and mechanical university,21,fl,1500 s martin luther king jr blvd,tallahassee,1,30.428504,-84.290226,56
2002,133669,florida atlantic university-boca raton,16,fl,777 glades rd,boca raton,1,26.364842,-80.101121,199
2003,133669,florida atlantic university-boca raton,16,fl,777 glades rd,boca raton,1,26.364842,-80.101121,174
2004,133669,florida atlantic university-boca raton,16,fl,777 glades rd,boca raton,1,26.364842,-80.101121,191
2005,133669,florida atlantic university,16,fl,777 glades rd,boca raton,1,26.364842,-80.101121,228
2006,133669,florida atlantic university,16,fl,777 glades rd,boca raton,1,26.364842,-80.101121,250
2007,133669,florida atlantic university,16,fl,777 glades rd,boca raton,1,26.364842,-80.101121,233
2008,133669,florida atlantic university,16,fl,777 glades rd,boca raton,1,26.364842,-80.101121,225
2009,133669,florida atlantic university,16,fl,777 glades rd,boca raton,1,26.364842,-80.101121,226
2010,133669,florida atlantic university,16,fl,777 glades rd,boca raton,1,26.364871,-80.101041,259
2011,133669,florida atlantic university,16,fl,777 glades rd,boca raton,1,26.372536,-80.102293,216
2012,133669,florida atlantic university,16,fl,777 glades rd,boca raton,1,26.372536,-80.102293,246
2013,133669,florida atlantic university,16,fl,777 glades rd,boca raton,1,26.372536,-80.102293,260
2014,133669,florida atlantic university,16,fl,777 glades rd,boca raton,1,26.372536,-80.102293,197
2015,133669,florida atlantic university,16,fl,777 glades rd,boca raton,1,26.372536,-80.102293,253
2016,133669,florida atlantic university,16,fl,777 glades rd,boca raton,1,26.372421,-80.102978,292
2017,133669,florida atlantic university,16,fl,777 glades rd,boca raton,1,26.372421,-80.102978,198
2018,133669,florida atlantic university,16,fl,"777 glades rd, administration bldg., room 339",boca raton,1,26.372421,-80.102978,250
2019,133669,florida atlantic university,16,fl,"777 glades rd, administration bldg., room 339",boca raton,1,26.372421,-80.102978,222
2020,133669,florida atlantic university,16,fl,"777 glades rd, administration bldg., room 339",boca raton,1,26.372421,-80.102978,226
2021,133669,florida atlantic university,16,fl,"777 glades rd, administration bldg., room 339",boca raton,1,26.372421,-80.102978,252
2022,133669,florida atlantic university,16,fl,"777 glades rd, administration bldg., room 339",boca raton,1,26.372421,-80.102978,374
2023,133669,florida atlantic university,16,fl,"777 glades rd, administration bldg., room 339",boca raton,1,26.372421,-80.102978,347
2002,133702,florida community college at jacksonville,40,fl,501 w state st,jacksonville,1,30.334339,-81.662217,0
2003,133702,florida community college at jacksonville,40,fl,501 w state st,jacksonville,1,30.334339,-81.662217,0
2004,133702,florida community college at jacksonville,40,fl,501 w state st,jacksonville,1,30.334339,-81.662217,0
2005,133702,florida community college at jacksonville,40,fl,501 w state st,jacksonville,1,30.334339,-81.662217,0
2006,133702,florida community college at jacksonville,40,fl,501 w state st,jacksonville,1,30.334339,-81.662217,0
2007,133702,florida community college at jacksonville,40,fl,501 w state st,jacksonville,1,30.334339,-81.662217,0
2008,133702,florida community college at jacksonville,40,fl,501 w state st,jacksonville,1,30.334339,-81.662217,0
2009,133702,florida state college at jacksonville,40,fl,501 w state st,jacksonville,1,30.334339,-81.662217,0
2010,133702,florida state college at jacksonville,40,fl,501 w state st,jacksonville,1,30.334378,-81.662194,22
2011,133702,florida state college at jacksonville,40,fl,501 w state st,jacksonville,1,30.334918,-81.659901,35
2012,133702,florida state college at jacksonville,40,fl,501 w state st,jacksonville,1,30.334918,-81.659901,26
2013,133702,florida state college at jacksonville,40,fl,501 w state st,jacksonville,1,30.334918,-81.659901,25
2014,133702,florida state college at jacksonville,40,fl,501 w state st,jacksonville,1,30.334918,-81.659901,34
2015,133702,florida state college at jacksonville,40,fl,501 w state st,jacksonville,1,30.334918,-81.659901,48
2016,133702,florida state college at jacksonville,40,fl,501 w state st,jacksonville,1,30.334918,-81.659901,103
2017,133702,florida state college at jacksonville,40,fl,501 w state st,jacksonville,1,30.334918,-81.659901,127
2018,133702,florida state college at jacksonville,40,fl,501 w state st,jacksonville,1,30.334918,-81.659901,129
2019,133702,florida state college at jacksonville,40,fl,501 w state st,jacksonville,1,30.334918,-81.659901,115
